"Title",Rate,"Category",Year
"Harold and Maude",7.9,"Comedy, Drama, Romance",1971
"Charade",7.9,"Comedy, Mystery, Romance",1963
"Harvey",7.9,"Comedy, Drama, Fantasy",1950
"Miracle on 34th Street",7.9,"Comedy, Drama, Family",1947
"The Philadelphia Story",7.9,"Comedy, Romance",1940
"His Girl Friday",7.9,"Comedy, Drama, Romance",1940
"Bringing Up Baby",7.9,"Comedy, Family, Romance",1938
"A Night at the Opera",7.9,"Comedy, Music, Musical",1935
"Perfetti sconosciuti",7.8,"Comedy, Drama",2016
"Paddington 2",7.8,"Adventure, Comedy, Family",2017
"Vicky Donor",7.8,"Comedy, Romance",2012
"English Vinglish",7.8,"Comedy, Drama, Family",2012
"Toy Story 4",7.8,"Animation, Adventure, Comedy",2019
"Moonrise Kingdom",7.8,"Comedy, Drama, Romance",2012
"The Big Short",7.8,"Biography, Comedy, Drama",2015
"Toki o kakeru shôjo",7.8,"Animation, Adventure, Comedy",2006
"Little Miss Sunshine",7.8,"Comedy, Drama",2006
"Hot Fuzz",7.8,"Action, Comedy, Mystery",2007
"Adams æbler",7.8,"Comedy, Crime, Drama",2005
"Tôkyô goddofâzâzu",7.8,"Animation, Adventure, Comedy",2003
"Les triplettes de Belleville",7.8,"Animation, Comedy, Drama",2003
"Shrek",7.8,"Animation, Adventure, Comedy",2001
"Ed Wood",7.8,"Biography, Comedy, Drama",1994
"The Sandlot",7.8,"Comedy, Drama, Family",1993
"Naked",7.8,"Comedy, Drama",1993
"Night on Earth",7.8,"Comedy, Drama",1991
"Back to the Future Part II",7.8,"Adventure, Comedy, Sci-Fi",1989
"Evil Dead II",7.8,"Comedy, Horror",1987
"Ferris Bueller's Day Off",7.8,"Comedy",1986
"Down by Law",7.8,"Comedy, Crime, Drama",1986
"The Goonies",7.8,"Adventure, Comedy, Family",1985
"Ghostbusters",7.8,"Action, Comedy, Fantasy",1984
"The King of Comedy",7.8,"Comedy, Crime, Drama",1982
"Guess Who's Coming to Dinner",7.8,"Comedy, Drama",1967
"Mary Poppins",7.8,"Comedy, Family, Fantasy",1964
"To Have and Have Not",7.8,"Adventure, Comedy, Film-Noir",1944
"Duck Soup",7.8,"Comedy, Musical, War",1933
"Once Upon a Time... in Hollywood",7.7,"Comedy, Drama",2019
"Deadpool 2",7.7,"Action, Adventure, Comedy",2018
"En man som heter Ove",7.7,"Comedy, Drama, Romance",2015
"What We Do in the Shadows",7.7,"Comedy, Horror",2014
"Kingsman: The Secret Service",7.7,"Action, Adventure, Comedy",2014
"Me and Earl and the Dying Girl",7.7,"Comedy, Drama",2015
"Birdman or (The Unexpected Virtue of Ignorance)",7.7,"Comedy, Drama",2014
"Nebraska",7.7,"Adventure, Comedy, Drama",2013
"Wreck-It Ralph",7.7,"Animation, Adventure, Comedy",2012
"Midnight in Paris",7.7,"Comedy, Fantasy, Romance",2011
"The Lego Movie",7.7,"Animation, Action, Adventure",2014
"The Hangover",7.7,"Comedy",2009
"Silver Linings Playbook",7.7,"Comedy, Drama, Romance",2012
"(500) Days of Summer",7.7,"Comedy, Drama, Romance",2009
"Gake no ue no Ponyo",7.7,"Animation, Adventure, Comedy",2008
"Tangled",7.7,"Animation, Adventure, Comedy",2010
"Kung fu",7.7,"Action, Comedy, Fantasy",2004
"Lost in Translation",7.7,"Comedy, Drama",2003
"Good Bye Lenin!",7.7,"Comedy, Drama, Romance",2003
"Adaptation.",7.7,"Comedy, Drama",2002
"Hedwig and the Angry Inch",7.7,"Comedy, Drama, Music",2001
"O Brother, Where Art Thou?",7.7,"Adventure, Comedy, Crime",2000
"Interstate 60: Episodes of the Road",7.7,"Adventure, Comedy, Drama",2002
"South Park: Bigger, Longer & Uncut",7.7,"Animation, Comedy, Fantasy",1999
"Office Space",7.7,"Comedy",1999
"Happiness",7.7,"Comedy, Drama",1998
"Rushmore",7.7,"Comedy, Drama",1998
"Being John Malkovich",7.7,"Comedy, Drama, Fantasy",1999
"As Good as It Gets",7.7,"Comedy, Drama, Romance",1997
"Le dîner de cons",7.7,"Comedy",1998
"Il postino",7.7,"Biography, Comedy, Drama",1994
"Clerks",7.7,"Comedy",1994
"Short Cuts",7.7,"Comedy, Drama",1993
"The Muppet Christmas Carol",7.7,"Comedy, Drama, Family",1992
"Kurenai no buta",7.7,"Animation, Adventure, Comedy",1992
"Barton Fink",7.7,"Comedy, Drama, Thriller",1991
"Who Framed Roger Rabbit",7.7,"Animation, Adventure, Comedy",1988
"Withnail & I",7.7,"Comedy, Drama",1987
"The Purple Rose of Cairo",7.7,"Comedy, Fantasy, Romance",1985
"After Hours",7.7,"Comedy, Crime, Drama",1985
"Zelig",7.7,"Comedy",1983
"Airplane!",7.7,"Comedy",1980
"Love and Death",7.7,"Comedy, War",1975
"Blazing Saddles",7.7,"Comedy, Western",1974
"The Odd Couple",7.7,"Comedy",1968
"Breakfast at Tiffany's",7.7,"Comedy, Drama, Romance",1961
"The Ladykillers",7.7,"Comedy, Crime",1955
"Sabrina",7.7,"Comedy, Drama, Romance",1954
"The Quiet Man",7.7,"Comedy, Drama, Romance",1952
"The Two Popes",7.6,"Comedy, Drama",2019
"Stree",7.6,"Comedy, Horror",2018
"Love, Simon",7.6,"Comedy, Drama, Romance",2018
"The Peanut Butter Falcon",7.6,"Comedy, Drama, Sport",2019
"Guardians of the Galaxy Vol. 2",7.6,"Action, Adventure, Comedy",2017
"Piku",7.6,"Comedy, Drama",2015
"Incredibles 2",7.6,"Animation, Action, Adventure",2018
"Philomena",7.6,"Biography, Comedy, Drama",2013
"Tanu Weds Manu Returns",7.6,"Comedy, Drama, Romance",2015
"Delhi Belly",7.6,"Action, Comedy, Crime",2011
"Wake Up Sid",7.6,"Comedy, Drama, Romance",2009
"Despicable Me",7.6,"Animation, Comedy, Family",2010
"50/50",7.6,"Comedy, Drama, Romance",2011
"Kick-Ass",7.6,"Action, Comedy, Crime",2010
"Zombieland",7.6,"Adventure, Comedy, Fantasy",2009
"Superbad",7.6,"Comedy",2007
"Thank You for Smoking",7.6,"Comedy, Drama",2005
"Synecdoche, New York",7.6,"Comedy, Drama",2008
"Jeux d'enfants",7.6,"Comedy, Drama, Romance",2003
"The Station Agent",7.6,"Comedy, Drama",2003
"Les invasions barbares",7.6,"Comedy, Crime, Drama",2003
"Love Actually",7.6,"Comedy, Drama, Romance",2003
"The Royal Tenenbaums",7.6,"Comedy, Drama",2001
"Kuch Kuch Hota Hai",7.6,"Comedy, Drama, Musical",1998
"American Psycho",7.6,"Comedy, Crime, Drama",2000
"Fear and Loathing in Las Vegas",7.6,"Adventure, Comedy, Drama",1998
"Jui kuen II",7.6,"Action, Comedy",1994
"Trois couleurs: Blanc",7.6,"Comedy, Drama, Romance",1994
"Dazed and Confused",7.6,"Comedy",1993
"My Cousin Vinny",7.6,"Comedy, Crime",1992
"Chaplin",7.6,"Biography, Comedy, Drama",1992
"Delicatessen",7.6,"Comedy, Crime",1991
"The Commitments",7.6,"Comedy, Drama, Music",1991
"Home Alone",7.6,"Comedy, Family",1990
"When Harry Met Sally...",7.6,"Comedy, Drama, Romance",1989
"National Lampoon's Christmas Vacation",7.6,"Comedy",1989
"The Naked Gun: From the Files of Police Squad!",7.6,"Comedy, Crime",1988
"Mujeres al borde de un ataque de "nervios"",7.6,"Comedy, Drama",1988
"Planes, Trains & Automobiles",7.6,"Comedy, Drama",1987
"Ging chaat goo si",7.6,"Action, Comedy, Crime",1985
"The Muppet Movie",7.6,"Adventure, Comedy, Family",1979
"Hair",7.6,"Comedy, Drama, Musical",1979
"The Many Adventures of Winnie the Pooh",7.6,"Animation, Adventure, Comedy",1977
"Robin Hood",7.6,"Animation, Adventure, Comedy",1973
"And Now for Something Completely Different",7.6,"Comedy",1971
"Little Big Man",7.6,"Adventure, Comedy, Drama",1970
"Kelly's Heroes",7.6,"Adventure, Comedy, War",1970
"The Producers",7.6,"Comedy, Music",1967
"The Party",7.6,"Comedy",1968
"A Hard Day's Night",7.6,"Comedy, Music, Musical",1964
"White Christmas",7.6,"Comedy, Musical, Romance",1954
"I, Tonya",7.5,"Biography, Comedy, Drama",2017
"The Big Sick",7.5,"Comedy, Drama, Romance",2017
"The Favourite",7.5,"Biography, Comedy, Drama",2018
"Pek Yakinda",7.5,"Comedy",2014
"No se aceptan devoluciones",7.5,"Comedy, Drama",2013
"Frances Ha",7.5,"Comedy, Drama, Romance",2012
"Saving Mr. Banks",7.5,"Biography, Comedy, Drama",2013
"Inside Llewyn Davis",7.5,"Comedy, Drama, Music",2013
"Samâ uôzu",7.5,"Animation, Action, Adventure",2009
"Tucker and Dale vs Evil",7.5,"Comedy, Horror",2010
"Scott Pilgrim vs. the World",7.5,"Action, Comedy, Fantasy",2010
"Kung Fu Panda",7.5,"Animation, Action, Adventure",2008
"Stranger Than Fiction",7.5,"Comedy, Drama, Fantasy",2006
"Little Children",7.5,"Comedy, Drama, Romance",2006
"Sideways",7.5,"Comedy, Drama, Romance",2004
"Kiss Kiss Bang Bang",7.5,"Action, Comedy, Crime",2005
"Zatôichi",7.5,"Action, Comedy, Crime",2003
"Secondhand Lions",7.5,"Comedy, Drama, Family",2003
"Ice Age",7.5,"Animation, Adventure, Comedy",2002
"Malèna",7.5,"Comedy, Drama, Romance",2000
"Fucking Åmål",7.5,"Comedy, Drama, Romance",1998
"High Fidelity",7.5,"Comedy, Drama, Music",2000
"SLC Punk!",7.5,"Comedy, Drama, Music",1998
"Pleasantville",7.5,"Comedy, Drama, Fantasy",1998
"Buffalo '66",7.5,"Comedy, Drama, Romance",1998
"Waiting for Guffman",7.5,"Comedy",1996
"Army of Darkness",7.5,"Comedy, Horror",1992
"The Player",7.5,"Comedy, Crime, Drama",1992
"Husbands and Wives",7.5,"Comedy, Drama, Romance",1992
"C'est arrivé près de chez vous",7.5,"Comedy, Crime, Drama",1992
"Braindead",7.5,"Comedy, Horror",1992
"The Fisher King",7.5,"Comedy, Drama, Fantasy",1991
"Midnight Run",7.5,"Action, Comedy, Crime",1988
"A Fish Called Wanda",7.5,"Comedy, Crime",1988
"Beetlejuice",7.5,"Comedy, Fantasy",1988
"Radio Days",7.5,"Comedy",1987
"Stranger than Paradise",7.5,"Comedy, Drama",1984
"Trading Places",7.5,"Comedy",1983
"The Meaning of Life",7.5,"Comedy, Musical",1983
"An American Werewolf in London",7.5,"Comedy, Horror",1981
"Zui quan",7.5,"Action, Comedy",1978
"National Lampoon's Animal House",7.5,"Comedy",1978
"MASH",7.5,"Comedy, Drama, War",1970
"It's a Mad Mad Mad Mad World",7.5,"Action, Adventure, Comedy",1963
"Eighth Grade",7.4,"Comedy, Drama",2018
"Mid90s",7.4,"Comedy, Drama",2018
"Paterson",7.4,"Comedy, Drama, Romance",2016
"Lady Bird",7.4,"Comedy, Drama",2017
"Toni Erdmann",7.4,"Comedy, Drama",2016
"The Nice Guys",7.4,"Action, Comedy, Crime",2016
"The Disaster Artist",7.4,"Biography, Comedy, Drama",2017
"Calvary",7.4,"Comedy, Drama",2014
"The Way Way Back",7.4,"Comedy, Drama",2013
"Crazy, Stupid, Love.",7.4,"Comedy, Drama, Romance",2011
"Yahsi Bati",7.4,"Comedy, Western",2009
"In the Loop",7.4,"Comedy",2009
"Black Dynamite",7.4,"Action, Comedy",2009
"City Island",7.4,"Comedy, Drama",2009
"The Boat That Rocked",7.4,"Comedy, Drama, Music",2009
"Eddie the Eagle",7.4,"Biography, Comedy, Drama",2015
"Hokkabaz",7.4,"Comedy, Drama",2006
"The Bucket List",7.4,"Comedy, Drama",2007
"Death at a Funeral",7.4,"Comedy",2007
"Organize Isler",7.4,"Comedy, Drama",2005
"Juno",7.4,"Comedy, Drama",2007
"Transamerica",7.4,"Adventure, Comedy, Drama",2005
"Everything Is Illuminated",7.4,"Comedy, Drama",2005
"The Terminal",7.4,"Comedy, Drama, Romance",2004
"Garden State",7.4,"Comedy, Drama, Romance",2004
"The Curse of the Were-Rabbit",7.4,"Animation, Adventure, Comedy",2005
"American Splendor",7.4,"Biography, Comedy, Drama",2003
"Best in Show",7.4,"Comedy",2000
"Man on the Moon",7.4,"Biography, Comedy, Drama",1999
"Deconstructing Harry",7.4,"Comedy",1997
"Welcome to the Dollhouse",7.4,"Comedy, Drama",1995
"Smoke",7.4,"Comedy, Drama",1995
"Bullets Over Broadway",7.4,"Comedy, Crime",1994
"The Adventures of Priscilla, Queen of the Desert",7.4,"Comedy, Music",1994
"Manhattan Murder Mystery",7.4,"Comedy, Mystery",1993
"Back to the Future Part III",7.4,"Adventure, Comedy, Sci-Fi",1990
"Dirty Rotten Scoundrels",7.4,"Comedy, Crime",1988
"Terms of Endearment",7.4,"Comedy, Drama",1983
"National Lampoon's Vacation",7.4,"Adventure, Comedy",1983
"Tootsie",7.4,"Comedy, Drama, Romance",1982
"Murder by Death",7.4,"Comedy, Crime, Mystery",1976
"The Rocky Horror Picture Show",7.4,"Comedy, Musical",1975
"American Graffiti",7.4,"Comedy, Drama",1973
"Pinocchio",7.4,"Animation, Comedy, Family",1940
"Dolemite Is My Name",7.3,"Biography, Comedy, Drama",2019
"Instant Family",7.3,"Comedy, Drama",2018
"The Ballad of Buster Scruggs",7.3,"Comedy, Drama, Musical",2018
"Christopher Robin",7.3,"Comedy, Drama, Family",2018
"20th Century Women",7.3,"Comedy, Drama",2016
"The Lego Batman Movie",7.3,"Animation, Action, Comedy",2017
"The Hundred-Foot Journey",7.3,"Comedy, Drama",2014
"Chef",7.3,"Adventure, Comedy, Drama",2014
"Shaun the Sheep Movie",7.3,"Animation, Adventure, Comedy",2015
"The Fundamentals of Caring",7.3,"Comedy, Drama",2016
"Anomalisa",7.3,"Animation, Comedy, Drama",2015
"Finding Dory",7.3,"Animation, Adventure, Comedy",2016
"The Book of Life",7.3,"Animation, Adventure, Comedy",2014
"Turist",7.3,"Comedy, Drama",2014
"The Edge of Seventeen",7.3,"Comedy, Drama",2016
"Only Lovers Left Alive",7.3,"Comedy, Drama, Fantasy",2013
"Despicable Me 2",7.3,"Animation, Adventure, Comedy",2013
"The Man from U.N.C.L.E.",7.3,"Action, Adventure, Comedy",2015
"The Guard",7.3,"Comedy, Crime, Thriller",2011
"Monsters University",7.3,"Animation, Adventure, Comedy",2013
"Rise of the Guardians",7.3,"Animation, Action, Adventure",2012
"Submarine",7.3,"Comedy, Drama, Romance",2010
"Another Year",7.3,"Comedy, Drama",2010
"Four Lions",7.3,"Comedy, Crime, Drama",2010
"A.R.O.G",7.3,"Comedy, Fantasy, Sci-Fi",2008
"Soul Kitchen",7.3,"Comedy, Drama",2009
"The Descendants",7.3,"Comedy, Drama",2011
"Joheunnom nabbeunnom isanghannom",7.3,"Action, Adventure, Comedy",2008
"Lars and the Real Girl",7.3,"Comedy, Drama, Romance",2007
"Ant-Man",7.3,"Action, Adventure, Comedy",2015
"Wristcutters: A Love Story",7.3,"Comedy, Drama, Fantasy",2006
"The Simpsons Movie",7.3,"Animation, Adventure, Comedy",2007
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",7.3,"Comedy",2006
"Clerks II",7.3,"Comedy",2006
"Me and You and Everyone We Know",7.3,"Comedy, Drama",2005
"The Squid and the Whale",7.3,"Comedy, Drama",2005
"The Life Aquatic with Steve Zissou",7.3,"Action, Adventure, Comedy",2004
"The Secret Life of Walter Mitty",7.3,"Comedy, Drama, Fantasy",2013
"La science des rêves",7.3,"Comedy, Drama, Fantasy",2006
"Matchstick Men",7.3,"Comedy, Crime, Drama",2003
"Siu Lam juk kau",7.3,"Action, Comedy, Family",2001
"L'auberge espagnole",7.3,"Comedy, Drama, Romance",2002
"24 Hour Party People",7.3,"Biography, Comedy, Drama",2002
"Punch-Drunk Love",7.3,"Comedy, Drama, Romance",2002
"Wonder Boys",7.3,"Comedy, Drama",2000
"Galaxy Quest",7.3,"Adventure, Comedy, Sci-Fi",1999
"Ghost World",7.3,"Comedy, Drama",2001
"10 Things I Hate About You",7.3,"Comedy, Drama, Romance",1999
"The Emperor's New Groove",7.3,"Animation, Adventure, Comedy",2000
"Dogma",7.3,"Adventure, Comedy, Drama",1999
"Men in Black",7.3,"Action, Adventure, Comedy",1997
"Hercules",7.3,"Animation, Adventure, Comedy",1997
"Grosse Pointe Blank",7.3,"Action, Comedy, Crime",1997
"Jerry Maguire",7.3,"Comedy, Drama, Romance",1996
"Friday",7.3,"Comedy, Drama",1995
"Dumb and Dumber",7.3,"Comedy",1994
"Much Ado About Nothing",7.3,"Comedy, Drama, Romance",1993
"Arizona Dream",7.3,"Comedy, Drama, Fantasy",1993
"A League of Their Own",7.3,"Comedy, Drama, Family",1992
"Steel Magnolias",7.3,"Comedy, Drama, Romance",1989
"Say Anything...",7.3,"Comedy, Drama, Romance",1989
"Big",7.3,"Comedy, Drama, Fantasy",1988
"Raising Arizona",7.3,"Comedy, Crime",1987
"The Lost Boys",7.3,"Comedy, Horror",1987
"Good Morning, Vietnam",7.3,"Biography, Comedy, Drama",1987
"Star Trek IV: The Voyage Home",7.3,"Adventure, Comedy, Sci-Fi",1986
"Big Trouble in Little China",7.3,"Action, Adventure, Comedy",1986
"The Return of the Living Dead",7.3,"Comedy, Horror, Sci-Fi",1985
"Clue",7.3,"Comedy, Crime, Mystery",1985
"Gremlins",7.3,"Comedy, Fantasy, Horror",1984
"Beverly Hills Cop",7.3,"Action, Comedy, Crime",1984
"The Gods Must Be Crazy",7.3,"Adventure, Comedy",1980
"Caddyshack",7.3,"Comedy, Sport",1980
"Slap Shot",7.3,"Comedy, Drama, Sport",1977
"Take the Money and Run",7.3,"Comedy, Crime",1969
"The Italian Job",7.3,"Action, Comedy, Crime",1969
"Lady and the Tramp",7.3,"Animation, Adventure, Comedy",1955
"Arif V 216",7.2,"Comedy, Music, Sci-Fi",2018
"The Square",7.2,"Comedy, Drama",2017
"The Death of Stalin",7.2,"Comedy, Drama, History",2017
"Dope",7.2,"Comedy, Crime, Drama",2015
"To All the Boys I've Loved Before",7.2,"Comedy, Drama, Romance",2018
"American Made",7.2,"Action, Biography, Comedy",2017
"The Lobster",7.2,"Comedy, Drama, Romance",2015
"Stan & Ollie",7.2,"Biography, Comedy, Drama",2018
"Dragon Ball Z: Doragon bôru Z - Kami to Kami",7.2,"Animation, Action, Adventure",2013
"Stuck in Love.",7.2,"Comedy, Drama, Romance",2012
"St. Vincent",7.2,"Comedy, Drama",2014
"Pitch Perfect",7.2,"Comedy, Music, Romance",2012
"Seven Psychopaths",7.2,"Comedy, Crime",2012
"God Bless America",7.2,"Comedy, Crime, Drama",2011
"The Sessions",7.2,"Biography, Comedy, Drama",2012
"Ruby Sparks",7.2,"Comedy, Drama, Fantasy",2012
"A Dog's Purpose",7.2,"Adventure, Comedy, Drama",2017
"Carnage",7.2,"Comedy, Drama",2011
"Love, Rosie",7.2,"Comedy, Romance",2014
"Beginners",7.2,"Comedy, Drama, Romance",2010
"Booksmart",7.2,"Comedy",2019
"The Best Exotic Marigold Hotel",7.2,"Comedy, Drama, Romance",2011
"August: Osage County",7.2,"Comedy, Drama",2013
"Kung Fu Panda 2",7.2,"Animation, Action, Adventure",2011
"21 Jump Street",7.2,"Action, Comedy, Crime",2012
"Rango",7.2,"Animation, Adventure, Comedy",2011
"Rab Ne Bana Di Jodi",7.2,"Comedy, Drama, Music",2008
"Micmacs à tire-larigot",7.2,"Action, Comedy, Crime",2009
"Paddington",7.2,"Adventure, Comedy, Family",2014
"Megamind",7.2,"Animation, Action, Comedy",2010
"The Darjeeling Limited",7.2,"Adventure, Comedy, Drama",2007
"The Croods",7.2,"Animation, Action, Adventure",2013
"Cashback",7.2,"Comedy, Drama, Romance",2006
"Broken Flowers",7.2,"Comedy, Drama, Mystery",2005
"Paris, je t'aime",7.2,"Comedy, Drama, Romance",2006
"Team America: World Police",7.2,"Action, Comedy",2004
"Anchorman: The Legend of Ron Burgundy",7.2,"Comedy",2004
"Neko no ongaeshi",7.2,"Animation, Adventure, Comedy",2002
"If Only",7.2,"Comedy, Drama, Fantasy",2004
"A Mighty Wind",7.2,"Comedy, Music",2003
"Shrek 2",7.2,"Animation, Adventure, Comedy",2004
"Gosford Park",7.2,"Comedy, Drama, Mystery",2001
"Lilo & Stitch",7.2,"Animation, Adventure, Comedy",2002
"Sweet and Lowdown",7.2,"Comedy, Drama, Music",1999
"Go",7.2,"Comedy, Crime",1999
"Election",7.2,"Comedy, Drama, Romance",1999
"Fantasia 2000",7.2,"Animation, Comedy, Family",1999
"Wag the Dog",7.2,"Comedy, Drama",1997
"A Bug's Life",7.2,"Animation, Adventure, Comedy",1998
"The Full Monty",7.2,"Comedy, Drama",1997
"Chasing Amy",7.2,"Comedy, Drama, Romance",1997
"Swingers",7.2,"Comedy, Drama",1996
"True Lies",7.2,"Action, Comedy, Thriller",1994
"Muriel's Wedding",7.2,"Comedy, Drama",1994
"The Hudsucker Proxy",7.2,"Comedy, Drama, Fantasy",1994
"Benny & Joon",7.2,"Comedy, Drama, Romance",1993
"Wild at Heart",7.2,"Comedy, Crime, Drama",1990
"Pump Up the Volume",7.2,"Comedy, Drama, Music",1990
"Major League",7.2,"Comedy, Sport",1989
"Heathers",7.2,"Comedy, Crime",1989
