"Title",Rate,"Category",Year
"Rope",8.0,"Crime, Drama, Mystery",1948
"Out of the Past",8.0,"Crime, Drama, Film-Noir",1947
"Arsenic and Old Lace",8.0,"Comedy, Crime, Thriller",1944
"Bronenosets Potemkin",8.0,"Drama, History, Thriller",1925
"Knives Out",7.9,"Comedy, Crime, Drama",2019
"Dunkirk",7.9,"Action, Drama, History",2017
"Waar",7.9,"Action, Crime, Drama",2013
"Chugyeogja",7.9,"Action, Crime, Thriller",2008
"District 9",7.9,"Action, Sci-Fi, Thriller",2009
"In Bruges",7.9,"Comedy, Crime, Drama",2008
"Mystic River",7.9,"Crime, Drama, Mystery",2003
"Cowboy Bebop: Tengoku no tobira",7.9,"Animation, Action, Crime",2001
"The Bourne Identity",7.9,"Action, Mystery, Thriller",2002
"Nueve reinas",7.9,"Crime, Drama, Thriller",2000
"Children of Men",7.9,"Drama, Sci-Fi, Thriller",2006
"True Romance",7.9,"Crime, Drama, Romance",1993
"Jûbê ninpûchô",7.9,"Animation, Action, Adventure",1993
"Carlito's Way",7.9,"Crime, Drama, Thriller",1993
"The Untouchables",7.9,"Crime, Drama, Thriller",1987
"Dawn of the Dead",7.9,"Horror, Thriller",1978
"In the Heat of the Night",7.9,"Crime, Drama, Mystery",1967
"Charade",7.9,"Comedy, Mystery, Romance",1963
"The Manchurian Candidate",7.9,"Drama, Thriller",1962
"High Noon",7.9,"Drama, Thriller, Western",1952
"Notorious",7.9,"Drama, Film-Noir, Romance",1946
"The Big Sleep",7.9,"Crime, Film-Noir, Mystery",1946
"Forushande",7.8,"Drama, Thriller",2016
"The Hateful Eight",7.8,"Crime, Drama, Mystery",2015
"Nightcrawler",7.8,"Crime, Drama, Thriller",2014
"Kokuhaku",7.8,"Drama, Thriller",2010
"Ang-ma-reul bo-at-da",7.8,"Action, Crime, Drama",2010
"The Girl with the Dragon Tattoo",7.8,"Crime, Drama, Mystery",2011
"Captain Phillips",7.8,"Biography, Crime, Drama",2013
"Ajeossi",7.8,"Action, Drama, Thriller",2010
"Madeo",7.8,"Crime, Drama, Thriller",2009
"Das weiße Band - Eine deutsche Kindergeschichte",7.8,"Drama, History, Mystery",2009
"Män som hatar kvinnor",7.8,"Crime, Drama, Mystery",2009
"American Gangster",7.8,"Biography, Crime, Drama",2007
"Apocalypto",7.8,"Action, Adventure, Drama",2006
"Hot Fuzz",7.8,"Action, Comedy, Mystery",2007
"Serenity",7.8,"Action, Adventure, Sci-Fi",2005
"Gongdong gyeongbi guyeok JSA",7.8,"Action, Drama, Thriller",2000
"The Count of Monte Cristo",7.8,"Action, Adventure, Drama",2002
"The Boondock Saints",7.8,"Action, Crime, Thriller",1999
"The Insider",7.8,"Biography, Drama, Thriller",1999
"Abre los ojos",7.8,"Drama, Mystery, Sci-Fi",1997
"Hana-bi",7.8,"Crime, Drama, Romance",1997
"Gattaca",7.8,"Drama, Sci-Fi, Thriller",1997
"The Game",7.8,"Drama, Mystery, Thriller",1997
"The Fugitive",7.8,"Action, Crime, Drama",1993
"Batman: Mask of the Phantasm",7.8,"Animation, Action, Crime",1993
"Lat sau san taam",7.8,"Action, Crime, Thriller",1992
"Misery",7.8,"Drama, Thriller",1990
"Miller's Crossing",7.8,"Crime, Drama, Thriller",1990
"Dip huet seung hung",7.8,"Action, Crime, Drama",1989
"Mississippi Burning",7.8,"Crime, Drama, History",1988
"Predator",7.8,"Action, Adventure, Sci-Fi",1987
"Blue Velvet",7.8,"Drama, Mystery, Thriller",1986
"The King of Comedy",7.8,"Comedy, Crime, Drama",1982
"Halloween",7.8,"Horror, Thriller",1978
"The Conversation",7.8,"Drama, Mystery, Thriller",1974
"The Day of the Jackal",7.8,"Crime, Drama, Thriller",1973
"Wait Until Dark",7.8,"Thriller",1967
"Key Largo",7.8,"Action, Crime, Drama",1948
"To Have and Have Not",7.8,"Adventure, Comedy, Film-Noir",1944
"Shadow of a Doubt",7.8,"Thriller",1943
"The Lady Vanishes",7.8,"Mystery, Thriller",1938
"Wind River",7.7,"Crime, Drama, Mystery",2017
"Mission: Impossible - Fallout",7.7,"Action, Adventure, Thriller",2018
"Kingsman: The Secret Service",7.7,"Action, Adventure, Comedy",2014
"Captain America: The Winter Soldier",7.7,"Action, Adventure, Sci-Fi",2014
"Gravity",7.7,"Drama, Sci-Fi, Thriller",2013
"Skyfall",7.7,"Action, Adventure, Thriller",2012
"Argo",7.7,"Biography, Drama, Thriller",2012
"Papurika",7.7,"Animation, Drama, Fantasy",2006
"Changeling",7.7,"Biography, Crime, Drama",2008
"Death Note: Desu nôto",7.7,"Crime, Drama, Fantasy",2006
"Ex Machina",7.7,"Drama, Mystery, Sci-Fi",2014
"The Last King of Scotland",7.7,"Biography, Drama, History",2006
"Zodiac",7.7,"Crime, Drama, Mystery",2007
"Lucky Number Slevin",7.7,"Crime, Drama, Mystery",2006
"Zwartboek",7.7,"Drama, Thriller, War",2006
"The Bourne Supremacy",7.7,"Action, Mystery, Thriller",2004
"The Machinist",7.7,"Drama, Thriller",2004
"Man on Fire",7.7,"Action, Crime, Drama",2004
"Coraline",7.7,"Animation, Drama, Family",2009
"21 Grams",7.7,"Crime, Drama, Thriller",2003
"Road to Perdition",7.7,"Crime, Drama, Thriller",2002
"Das Experiment",7.7,"Drama, Thriller",2001
"Ocean's Eleven",7.7,"Crime, Thriller",2001
"Training Day",7.7,"Crime, Drama, Thriller",2001
"Primal Fear",7.7,"Crime, Drama, Mystery",1996
"A Few Good Men",7.7,"Drama, Thriller",1992
"Barton Fink",7.7,"Comedy, Drama, Thriller",1991
"Spoorloos",7.7,"Mystery, Thriller",1988
"Der Name der Rose",7.7,"Crime, Drama, Mystery",1986
"After Hours",7.7,"Comedy, Crime, Drama",1985
"Le locataire",7.7,"Drama, Thriller",1976
"The Taking of Pelham One Two Three",7.7,"Action, Crime, Thriller",1974
"Serpico",7.7,"Biography, Crime, Drama",1973
"Enter the Dragon",7.7,"Action, Crime, Drama",1973
"Deliverance",7.7,"Adventure, Drama, Thriller",1972
"The French Connection",7.7,"Action, Crime, Drama",1971
"Dirty Harry",7.7,"Action, Crime, Thriller",1971
"Repulsion",7.7,"Drama, Horror, Thriller",1965
"Goldfinger",7.7,"Action, Adventure, Thriller",1964
"Cape Fear",7.7,"Drama, Thriller",1962
"Peeping Tom",7.7,"Drama, Horror, Thriller",1960
"Gilda",7.7,"Drama, Film-Noir, Romance",1946
"Dark Waters",7.6,"Biography, Drama, History",2019
"Hotel Mumbai",7.6,"Action, Drama, History",2018
"Baby Driver",7.6,"Action, Crime, Drama",2017
"Bridge of Spies",7.6,"Drama, History, Thriller",2015
"Sicario",7.6,"Action, Crime, Drama",2015
"Who Am I - Kein System ist sicher",7.6,"Crime, Drama, Mystery",2014
