"Title",Rate,"Category",Year
"Lord of War",7.6,"Action, Crime, Drama",2005
"Les invasions barbares",7.6,"Comedy, Crime, Drama",2003
"Boksuneun naui geot",7.6,"Crime, Drama, Thriller",2002
"The Life of David Gale",7.6,"Crime, Drama, Thriller",2003
"Blow",7.6,"Biography, Crime, Drama",2001
"Traffic",7.6,"Crime, Drama, Thriller",2000
"Minority Report",7.6,"Action, Crime, Mystery",2002
"American Psycho",7.6,"Comedy, Crime, Drama",2000
"Lola rennt",7.6,"Crime, Drama, Thriller",1998
"Funny Games",7.6,"Crime, Drama, Thriller",1997
"Sleepers",7.6,"Crime, Drama, Thriller",1996
"A Perfect World",7.6,"Crime, Drama, Thriller",1993
"Falling Down",7.6,"Crime, Drama, Thriller",1993
"My Cousin Vinny",7.6,"Comedy, Crime",1992
"Delicatessen",7.6,"Comedy, Crime",1991
"The Godfather: Part III",7.6,"Crime, Drama",1990
"The Cook, the Thief, His Wife & Her Lover",7.6,"Crime, Drama",1989
"The Naked Gun: From the Files of Police Squad!",7.6,"Comedy, Crime",1988
"Lethal Weapon",7.6,"Action, Crime, Thriller",1987
"Ging chaat goo si",7.6,"Action, Comedy, Crime",1985
"Blood Simple",7.6,"Crime, Drama, Thriller",1984
"The Warriors",7.6,"Action, Crime, Thriller",1979
"Escape from Alcatraz",7.6,"Biography, Crime, Drama",1979
"Midnight Express",7.6,"Biography, Crime, Drama",1978
"Pierrot le Fou",7.6,"Crime, Drama, Romance",1965
"Lolita",7.6,"Crime, Drama, Romance",1962
"The Lady from Shanghai",7.6,"Crime, Drama, Film-Noir",1947
"BlacKkKlansman",7.5,"Biography, Crime, Drama",2018
"Den skyldige",7.5,"Crime, Drama, Thriller",2018
"John Wick: Chapter 3 - Parabellum",7.5,"Action, Crime, Thriller",2019
"Uncut Gems",7.5,"Crime, Drama, Thriller",2019
"John Wick: Chapter 2",7.5,"Action, Crime, Thriller",2017
"Richard Jewell",7.5,"Biography, Crime, Drama",2019
"Fruitvale Station",7.5,"Biography, Crime, Drama",2013
"Hodejegerne",7.5,"Action, Crime, Thriller",2011
"L'instinct de mort",7.5,"Action, Biography, Crime",2008
"The Town",7.5,"Crime, Drama, Thriller",2010
"Freedom Writers",7.5,"Biography, Crime, Drama",2007
"The Assassination of Jesse James by the Coward Robert Ford",7.5,"Biography, Crime, Drama",2007
"L'ennemi public n°1",7.5,"Action, Biography, Crime",2008
"Perfume: The Story of a Murderer",7.5,"Crime, Drama",2006
"Hooligans",7.5,"Crime, Drama, Sport",2005
"Kiss Kiss Bang Bang",7.5,"Action, Comedy, Crime",2005
"Collateral",7.5,"Crime, Drama, Thriller",2004
"Zatôichi",7.5,"Action, Comedy, Crime",2003
"Ne le dis à personne",7.5,"Crime, Drama, Mystery",2006
"House of Sand and Fog",7.5,"Crime, Drama",2003
"The Man Who Wasn't There",7.5,"Crime, Drama",2001
"Gangs of New York",7.5,"Crime, Drama",2002
"Boys Don't Cry",7.5,"Biography, Crime, Drama",1999
"Ghost Dog: The Way of the Samurai",7.5,"Action, Crime, Drama",1999
"Following",7.5,"Crime, Mystery, Thriller",1998
"A Simple Plan",7.5,"Crime, Drama, Thriller",1998
"Les Misérables",7.5,"Crime, Drama, History",1998
"Jackie Brown",7.5,"Crime, Drama, Thriller",1997
"A Time to Kill",7.5,"Crime, Drama, Thriller",1996
"Dead Man Walking",7.5,"Crime, Drama",1995
"Menace II Society",7.5,"Crime, Drama, Thriller",1993
"The Player",7.5,"Comedy, Crime, Drama",1992
"C'est arrivé près de chez vous",7.5,"Comedy, Crime, Drama",1992
"Thelma & Louise",7.5,"Adventure, Crime, Drama",1991
"Midnight Run",7.5,"Action, Comedy, Crime",1988
"A Fish Called Wanda",7.5,"Comedy, Crime",1988
"RoboCop",7.5,"Action, Crime, Sci-Fi",1987
"Marathon Man",7.5,"Crime, Thriller",1976
"Straw Dogs",7.5,"Crime, Drama, Thriller",1971
"It's a Mad Mad Mad Mad World",7.5,"Action, Adventure, Comedy",1963
"West Side Story",7.5,"Crime, Drama, Musical",1961
"The Hate U Give",7.4,"Crime, Drama",2018
"Good Time",7.4,"Crime, Drama, Thriller",2017
"Patriots Day",7.4,"Action, Crime, Drama",2016
"Molly's Game",7.4,"Biography, Crime, Drama",2017
"The Nice Guys",7.4,"Action, Comedy, Crime",2016
"John Wick",7.4,"Action, Crime, Thriller",2014
"Starred Up",7.4,"Crime, Drama",2013
"The Judge",7.4,"Crime, Drama",2014
"Av Mevsimi",7.4,"Crime, Drama, Mystery",2010
"The Next Three Days",7.4,"Action, Crime, Drama",2010
"Looper",7.4,"Action, Adventure, Crime",2012
"Law Abiding Citizen",7.4,"Action, Crime, Drama",2009
"Felon",7.4,"Crime, Drama",2008
"Der Baader Meinhof Komplex",7.4,"Action, Biography, Crime",2008
"Notes on a Scandal",7.4,"Crime, Drama, Romance",2006
"The Proposition",7.4,"Crime, Drama, Western",2005
"The Three Burials of Melquiades Estrada",7.4,"Adventure, Crime, Drama",2005
"Running Scared",7.4,"Action, Crime, Drama",2006
"Maria Full of Grace",7.4,"Crime, Drama",2004
"Irréversible",7.4,"Crime, Drama, Mystery",2002
"La mala educación",7.4,"Crime, Drama",2004
"In the Bedroom",7.4,"Crime, Drama",2001
"The Talented Mr. Ripley",7.4,"Crime, Drama, Thriller",1999
"Pusher",7.4,"Crime, Thriller",1996
"Dolores Claiborne",7.4,"Crime, Drama, Mystery",1995
"Bullets Over Broadway",7.4,"Comedy, Crime",1994
"Dirty Rotten Scoundrels",7.4,"Comedy, Crime",1988
"Wall Street",7.4,"Crime, Drama",1987
"Witness",7.4,"Crime, Drama, Romance",1985
"Body Heat",7.4,"Crime, Drama, Romance",1981
"...and justice for all.",7.4,"Crime, Drama, Thriller",1979
"Murder by Death",7.4,"Comedy, Crime, Mystery",1976
"Assault on Precinct 13",7.4,"Action, Crime, Thriller",1976
"The Getaway",7.4,"Action, Crime, Thriller",1972
"Get Carter",7.4,"Action, Crime, Thriller",1971
"Bullitt",7.4,"Action, Crime, Thriller",1968
"El Camino: A Breaking Bad Movie",7.3,"Action, Crime, Drama",2019
"Detroit",7.3,"Crime, Drama, History",2017
"Shot Caller",7.3,"Crime, Drama, Thriller",2017
"Snowden",7.3,"Biography, Crime, Drama",2016
"La isla mínima",7.3,"Adventure, Crime, Horror",2014
"The Accountant",7.3,"Action, Crime, Drama",2016
"The Place Beyond the Pines",7.3,"Crime, Drama, Thriller",2012
"Fast Five",7.3,"Action, Adventure, Crime",2011
"The Guard",7.3,"Comedy, Crime, Thriller",2011
"Luftslottet som sprängdes",7.3,"Crime, Drama, Thriller",2009
"Four Lions",7.3,"Comedy, Crime, Drama",2010
"Animal Kingdom",7.3,"Crime, Drama",2010
"Lawless",7.3,"Crime, Drama",2012
"The Lincoln Lawyer",7.3,"Crime, Drama, Thriller",2011
"RocknRolla",7.3,"Action, Crime, Thriller",2008
"An American Crime",7.3,"Biography, Crime, Drama",2007
"Mr. Brooks",7.3,"Crime, Drama, Thriller",2007
"Hustle & Flow",7.3,"Crime, Drama, Music",2005
"Brick",7.3,"Action, Crime, Drama",2005
"Capote",7.3,"Biography, Crime, Drama",2005
"Layer Cake",7.3,"Action, Crime, Drama",2004
"Monster",7.3,"Biography, Crime, Drama",2003
"Matchstick Men",7.3,"Comedy, Crime, Drama",2003
"Dirty Pretty Things",7.3,"Crime, Drama, Thriller",2002
"Before the Devil Knows You're Dead",7.3,"Crime, Drama, Thriller",2007
"Sexy Beast",7.3,"Crime, Drama, Thriller",2000
"Frequency",7.3,"Crime, Drama, Mystery",2000
"Rounders",7.3,"Crime, Drama",1998
"Ronin",7.3,"Action, Crime, Thriller",1998
"The Negotiator",7.3,"Action, Crime, Drama",1998
"Grosse Pointe Blank",7.3,"Action, Comedy, Crime",1997
"Face/Off",7.3,"Action, Crime, Sci-Fi",1997
"Bound",7.3,"Crime, Romance, Thriller",1996
"The Basketball Diaries",7.3,"Biography, Crime, Drama",1995
"Shallow Grave",7.3,"Crime, Thriller",1994
"Natural Born Killers",7.3,"Action, Crime, Drama",1994
"Heavenly Creatures",7.3,"Biography, Crime, Drama",1994
"Point Break",7.3,"Action, Crime, Thriller",1991
"Cape Fear",7.3,"Crime, Thriller",1991
"Drugstore Cowboy",7.3,"Crime, Drama",1989
"Raising Arizona",7.3,"Comedy, Crime",1987
"To Live and Die in L.A.",7.3,"Action, Crime, Drama",1985
"Clue",7.3,"Comedy, Crime, Mystery",1985
"Beverly Hills Cop",7.3,"Action, Comedy, Crime",1984
"Death on the Nile",7.3,"Crime, Drama, Mystery",1978
"Murder on the Orient Express",7.3,"Crime, Drama, Mystery",1974
"Mean Streets",7.3,"Crime, Drama, Thriller",1973
"Meng long guo jiang",7.3,"Action, Adventure, Crime",1972
"Take the Money and Run",7.3,"Comedy, Crime",1969
"The Italian Job",7.3,"Action, Comedy, Crime",1969
"Dope",7.2,"Comedy, Crime, Drama",2015
"American Made",7.2,"Action, Biography, Comedy",2017
"'71",7.2,"Action, Crime, Drama",2014
"Seven Psychopaths",7.2,"Comedy, Crime",2012
"God Bless America",7.2,"Comedy, Crime, Drama",2011
"American Hustle",7.2,"Crime, Drama",2013
"Talaash",7.2,"Crime, Drama, Mystery",2012
"Harry Brown",7.2,"Action, Crime, Drama",2009
"21 Jump Street",7.2,"Action, Comedy, Crime",2012
"Flickan som lekte med elden",7.2,"Crime, Drama, Mystery",2009
"Micmacs à tire-larigot",7.2,"Action, Comedy, Crime",2009
"Fracture",7.2,"Crime, Drama, Thriller",2007
"Tsotsi",7.2,"Crime, Drama",2005
"Michael Clayton",7.2,"Crime, Drama, Mystery",2007
"The Equalizer",7.2,"Action, Crime, Thriller",2014
"Banlieue 13",7.2,"Action, Crime, Sci-Fi",2004
"Mean Creek",7.2,"Crime, Drama",2004
"Ong-bak",7.2,"Action, Crime, Thriller",2003
"Elephant",7.2,"Crime, Drama, Thriller",2003
"11:14",7.2,"Crime, Drama, Mystery",2003
"Red Dragon",7.2,"Crime, Drama, Thriller",2002
"Frailty",7.2,"Crime, Drama, Thriller",2001
"Chopper",7.2,"Biography, Crime, Drama",2000
"The Bank Job",7.2,"Crime, Thriller",2008
"Go",7.2,"Comedy, Crime",1999
"Arlington Road",7.2,"Crime, Drama, Thriller",1999
"The Rainmaker",7.2,"Crime, Drama, Thriller",1997
"Sydney",7.2,"Crime, Drama",1996
"From Dusk Till Dawn",7.2,"Action, Crime, Horror",1996
"Strange Days",7.2,"Action, Crime, Drama",1995
"Desperado",7.2,"Action, Crime, Thriller",1995
"In the Line of Fire",7.2,"Action, Crime, Drama",1993
"The Crying Game",7.2,"Crime, Drama, Romance",1992
"Wild at Heart",7.2,"Comedy, Crime, Drama",1990
"Lethal Weapon 2",7.2,"Action, Crime, Thriller",1989
"Heathers",7.2,"Comedy, Crime",1989
"Manhunter",7.2,"Crime, Horror, Mystery",1986
"Silverado",7.2,"Action, Crime, Drama",1985
"Rumble Fish",7.2,"Crime, Drama, Romance",1983
"The Pink Panther Strikes Again",7.2,"Comedy, Crime",1976
"Magnum Force",7.2,"Action, Crime, Mystery",1973
"Vanishing Point",7.2,"Action, Crime, Thriller",1971
"Marnie",7.2,"Crime, Drama, Mystery",1964
"Bad Times at the El Royale",7.1,"Crime, Drama, Mystery",2018
"Aus dem Nichts",7.1,"Crime, Drama, Thriller",2017
"Brawl in Cell Block 99",7.1,"Action, Crime, Drama",2017
"Sicario: Day of the Soldado",7.1,"Action, Adventure, Crime",2018
"Can You Ever Forgive Me?",7.1,"Biography, Comedy, Crime",2018
"Don't Breathe",7.1,"Crime, Horror, Thriller",2016
"Tangerine",7.1,"Comedy, Crime, Drama",2015
"Blue Ruin",7.1,"Crime, Drama, Thriller",2013
"War Dogs",7.1,"Biography, Comedy, Crime",2016
"Robot & Frank",7.1,"Comedy, Crime, Drama",2012
"The Drop",7.1,"Crime, Drama, Thriller",2014
"Kill the Irishman",7.1,"Biography, Crime, Drama",2011
"Dredd",7.1,"Action, Crime, Sci-Fi",2012
"Don 2",7.1,"Action, Crime, Thriller",2011
"Bronson",7.1,"Action, Biography, Crime",2008
"JCVD",7.1,"Comedy, Crime, Drama",2008
"Unthinkable",7.1,"Crime, Drama, Thriller",2010
"The Whistleblower",7.1,"Biography, Crime, Drama",2010
"In the Valley of Elah",7.1,"Crime, Drama, Mystery",2007
"State of Play",7.1,"Crime, Drama, Mystery",2009
"Tom yum goong",7.1,"Action, Crime, Drama",2005
"A Scanner Darkly",7.1,"Animation, Crime, Drama",2006
"Runaway Jury",7.1,"Crime, Drama, Thriller",2003
"Tais-toi!",7.1,"Comedy, Crime",2003
"Chicago",7.1,"Comedy, Crime, Musical",2002
"8 femmes",7.1,"Comedy, Crime, Musical",2002
"Narc",7.1,"Crime, Drama, Mystery",2002
"Spy Game",7.1,"Action, Crime, Thriller",2001
"John Q",7.1,"Crime, Drama, Thriller",2002
"Super Troopers",7.1,"Comedy, Crime, Mystery",2001
"The Salton Sea",7.1,"Crime, Drama, Mystery",2002
"Sneakers",7.1,"Comedy, Crime, Drama",1992
"Bad Lieutenant",7.1,"Crime, Drama, Thriller",1992
"Casualties of War",7.1,"Crime, Drama, War",1989
"The Accused",7.1,"Crime, Drama",1988
"No Way Out",7.1,"Action, Crime, Drama",1987
"The Outsiders",7.1,"Crime, Drama",1983
"Soylent Green",7.1,"Crime, Mystery, Sci-Fi",1973
"The Pink Panther",7.1,"Comedy, Crime, Romance",1963
"The Mule",7.0,"Crime, Drama, Thriller",2018
"Dragged Across Concrete",7.0,"Action, Crime, Drama",2018
"American Animals",7.0,"Biography, Crime, Drama",2018
"Logan Lucky",7.0,"Comedy, Crime, Drama",2017
"Les frères Sisters",7.0,"Crime, Drama, Western",2018
"Spy",7.0,"Action, Comedy, Crime",2015
"A Most Violent Year",7.0,"Action, Crime, Drama",2014
"22 Jump Street",7.0,"Action, Comedy, Crime",2014
"We're the Millers",7.0,"Comedy, Crime",2013
"Get the Gringo",7.0,"Action, Crime, Drama",2012
"Hesher",7.0,"Comedy, Crime, Drama",2010
"The Infiltrator",7.0,"Biography, Crime, Drama",2016
"Den of Thieves",7.0,"Action, Crime, Drama",2018
"RED",7.0,"Action, Comedy, Crime",2010
"Public Enemies",7.0,"Biography, Crime, Drama",2009
"Traitor",7.0,"Action, Crime, Drama",2008
"Gomorra",7.0,"Crime, Drama",2008
"Burn After Reading",7.0,"Comedy, Crime, Drama",2008
"Deja Vu",7.0,"Action, Crime, Sci-Fi",2006
"The Lookout",7.0,"Crime, Drama, Thriller",2007
"Find Me Guilty",7.0,"Biography, Comedy, Crime",2006
"Breach",7.0,"Biography, Crime, Drama",2007
"Unleashed",7.0,"Action, Adventure, Crime",2005
"The Italian Job",7.0,"Action, Crime, Thriller",2003
"Bad Santa",7.0,"Comedy, Crime, Drama",2003
"Koroshiya 1",7.0,"Action, Comedy, Crime",2001
"Confessions of a Dangerous Mind",7.0,"Biography, Comedy, Crime",2002
"Phone Booth",7.0,"Crime, Thriller",2002
"Boiler Room",7.0,"Crime, Drama, Thriller",2000
"The Limey",7.0,"Crime, Drama, Mystery",1999
"Rush Hour",7.0,"Action, Comedy, Crime",1998
"Out of Sight",7.0,"Comedy, Crime, Drama",1998
"Fallen",7.0,"Action, Crime, Drama",1998
"Bottle Rocket",7.0,"Comedy, Crime, Drama",1996
"Batman Returns",7.0,"Action, Crime, Fantasy",1992
"The Last Boy Scout",7.0,"Action, Comedy, Crime",1991
"King of New York",7.0,"Crime, Thriller",1990
"Henry: Portrait of a Serial Killer",7.0,"Biography, Crime, Drama",1986
"Near Dark",7.0,"Action, Crime, Drama",1987
"Death Wish",7.0,"Action, Crime, Drama",1974
"I Don't Feel at Home in This World Anymore.",6.9,"Comedy, Crime, Drama",2017
"Todos lo saben",6.9,"Crime, Drama, Mystery",2018
"Widows",6.9,"Crime, Drama, Thriller",2018
"The Hitman's Bodyguard",6.9,"Action, Comedy, Crime",2017
"The Highwaymen",6.9,"Biography, Crime, Drama",2019
"What Happened to Monday",6.9,"Action, Adventure, Crime",2017
"Horrible Bosses",6.9,"Comedy, Crime",2011
"Rio",6.9,"Animation, Adventure, Comedy",2011
"Black Mass",6.9,"Biography, Crime, Drama",2015
"Kill the Messenger",6.9,"Biography, Crime, Drama",2014
"The Conspirator",6.9,"Crime, Drama, History",2010
"Pineapple Express",6.9,"Action, Comedy, Crime",2008
"Ocean's Thirteen",6.9,"Action, Crime, Thriller",2007
"Crank",6.9,"Action, Crime, Thriller",2006
"Alan Partridge: Alpha Papa",6.9,"Action, Comedy, Crime",2013
"Harsh Times",6.9,"Action, Crime, Drama",2005
"Alpha Dog",6.9,"Biography, Crime, Drama",2006
"Gridiron Gang",6.9,"Biography, Crime, Drama",2006
"Bully",6.9,"Biography, Crime, Drama",2001
"Les rivières pourpres",6.9,"Crime, Horror, Mystery",2000
"Suicide Kings",6.9,"Comedy, Crime, Drama",1997
"Cop Land",6.9,"Crime, Drama, Thriller",1997
