"Title",Rate,"Category",Year
"The Gold Rush",8.2,"Adventure, Comedy, Drama",1925
"The Grand Budapest Hotel",8.1,"Adventure, Comedy, Crime",2014
"Song of the Sea",8.1,"Animation, Adventure, Drama",2014
"Mad Max: Fury Road",8.1,"Action, Adventure, Sci-Fi",2015
"Harry Potter and the Deathly Hallows: Part 2",8.1,"Adventure, Drama, Fantasy",2011
"How to Train Your Dragon",8.1,"Animation, Action, Adventure",2010
"Into the Wild",8.1,"Adventure, Biography, Drama",2007
"Finding Nemo",8.1,"Animation, Adventure, Comedy",2003
"Lagaan: Once Upon a Time in India",8.1,"Adventure, Drama, Musical",2001
"Jurassic Park",8.1,"Action, Adventure, Sci-Fi",1993
"The Princess Bride",8.1,"Adventure, Family, Fantasy",1987
"Stand by Me",8.1,"Adventure, Drama",1986
"Kaze no tani no Naushika",8.1,"Animation, Adventure, Fantasy",1984
"Fitzcarraldo",8.1,"Adventure, Drama",1982
"Barry Lyndon",8.1,"Adventure, Drama, History",1975
"Ben-Hur",8.1,"Adventure, Drama, History",1959
"Kakushi-toride no san-akunin",8.1,"Adventure, Drama",1958
"The Bridge on the River Kwai",8.1,"Adventure, Drama, War",1957
"Le salaire de la peur",8.1,"Adventure, Drama, Thriller",1953
"The General",8.1,"Action, Adventure, Comedy",1926
"Togo",8.0,"Adventure, Biography, Drama",2019
"The Martian",8.0,"Adventure, Drama, Sci-Fi",2015
"Zootopia",8.0,"Animation, Adventure, Comedy",2016
"Kaguyahime no monogatari",8.0,"Animation, Adventure, Drama",2013
"Guardians of the Galaxy",8.0,"Action, Adventure, Comedy",2014
"X-Men: Days of Future Past",8.0,"Action, Adventure, Sci-Fi",2014
"The Revenant",8.0,"Action, Adventure, Biography",2015
"Deadpool",8.0,"Action, Adventure, Comedy",2016
"Yip Man",8.0,"Action, Adventure, Biography",2008
"The Avengers",8.0,"Action, Adventure, Sci-Fi",2012
"Blood Diamond",8.0,"Adventure, Drama, Thriller",2006
"G.O.R.A.",8.0,"Adventure, Comedy, Sci-Fi",2004
"Ratatouille",8.0,"Animation, Adventure, Comedy",2007
"Casino Royale",8.0,"Action, Adventure, Thriller",2006
"Pirates of the Caribbean: The Curse of the Black Pearl",8.0,"Action, Adventure, Fantasy",2003
"Big Fish",8.0,"Adventure, Drama, Fantasy",2003
"The Incredibles",8.0,"Animation, Action, Adventure",2004
"Monsters, Inc.",8.0,"Animation, Adventure, Comedy",2001
"The Iron Giant",8.0,"Animation, Action, Adventure",1999
"Aladdin",8.0,"Animation, Adventure, Comedy",1992
"Dances with Wolves",8.0,"Adventure, Drama, Western",1990
"Tenkû no shiro Rapyuta",8.0,"Animation, Adventure, Drama",1986
"Jaws",8.0,"Adventure, Thriller",1975
"Planet of the Apes",8.0,"Adventure, Sci-Fi",1968
"The Wizard of Oz",8.0,"Adventure, Family, Fantasy",1939
"Isle of Dogs",7.9,"Animation, Adventure, Comedy",2018
"Hunt for the Wilderpeople",7.9,"Adventure, Comedy, Drama",2016
"Thor: Ragnarok",7.9,"Action, Adventure, Comedy",2017
"Star Wars: Episode VII - The Force Awakens",7.9,"Action, Adventure, Sci-Fi",2015
"Edge of Tomorrow",7.9,"Action, Adventure, Sci-Fi",2014
"Star Trek",7.9,"Action, Adventure, Sci-Fi",2009
"Letters from Iwo Jima",7.9,"Action, Adventure, Drama",2006
"The Fall",7.9,"Adventure, Drama, Fantasy",2006
"Life of Pi",7.9,"Adventure, Drama, Fantasy",2012
"Fantastic Mr. Fox",7.9,"Animation, Adventure, Comedy",2009
"Iron Man",7.9,"Action, Adventure, Sci-Fi",2008
"Harry Potter and the Prisoner of Azkaban",7.9,"Adventure, Family, Fantasy",2004
"Ying xiong",7.9,"Action, Adventure, History",2002
"Almost Famous",7.9,"Adventure, Comedy, Drama",2000
"Toy Story 2",7.9,"Animation, Adventure, Comedy",1999
"Jûbê ninpûchô",7.9,"Animation, Action, Adventure",1993
"The Blues Brothers",7.9,"Adventure, Comedy, Crime",1980
"La montaña sagrada",7.9,"Adventure, Drama, Fantasy",1973
"Aguirre, der Zorn Gottes",7.9,"Action, Adventure, Biography",1972
"The Wild Bunch",7.9,"Action, Adventure, Western",1969
"Spartacus",7.9,"Adventure, Biography, Drama",1960
"The Searchers",7.9,"Adventure, Drama, Western",1956
"Stagecoach",7.9,"Adventure, Drama, Western",1939
"The Adventures of Robin Hood",7.9,"Action, Adventure, Romance",1938
"King Kong",7.9,"Adventure, Horror, Sci-Fi",1933
"Paddington 2",7.8,"Adventure, Comedy, Family",2017
"Kubo and the Two Strings",7.8,"Animation, Action, Adventure",2016
"Rogue One",7.8,"Action, Adventure, Sci-Fi",2016
"Captain America: Civil War",7.8,"Action, Adventure, Sci-Fi",2016
"Big Hero 6",7.8,"Animation, Action, Adventure",2014
"Toy Story 4",7.8,"Animation, Adventure, Comedy",2019
"How to Train Your Dragon 2",7.8,"Animation, Action, Adventure",2014
"The Hobbit: The Desolation of Smaug",7.8,"Adventure, Fantasy",2013
"The Hobbit: An Unexpected Journey",7.8,"Adventure, Family, Fantasy",2012
"Toki o kakeru shôjo",7.8,"Animation, Adventure, Comedy",2006
"Avatar",7.8,"Action, Adventure, Fantasy",2009
"Apocalypto",7.8,"Action, Adventure, Drama",2006
"Tôkyô goddofâzâzu",7.8,"Animation, Adventure, Comedy",2003
"Serenity",7.8,"Action, Adventure, Sci-Fi",2005
"Diarios de motocicleta",7.8,"Adventure, Biography, Drama",2004
"The Count of Monte Cristo",7.8,"Action, Adventure, Drama",2002
"Wo hu cang long",7.8,"Action, Adventure, Fantasy",2000
"Cast Away",7.8,"Adventure, Drama, Romance",2000
"Shrek",7.8,"Animation, Adventure, Comedy",2001
"Majo no takkyûbin",7.8,"Animation, Adventure, Drama",1989
"Back to the Future Part II",7.8,"Adventure, Comedy, Sci-Fi",1989
"Predator",7.8,"Action, Adventure, Sci-Fi",1987
"The Goonies",7.8,"Adventure, Comedy, Family",1985
"The Right Stuff",7.8,"Adventure, Biography, Drama",1983
"The Man Who Would Be King",7.8,"Adventure, History, War",1975
"The Ten Commandments",7.8,"Adventure, Drama",1956
"Red River",7.8,"Action, Adventure, Drama",1948
"To Have and Have Not",7.8,"Adventure, Comedy, Film-Noir",1944
"Deadpool 2",7.7,"Action, Adventure, Comedy",2018
"Mission: Impossible - Fallout",7.7,"Action, Adventure, Thriller",2018
"Kingsman: The Secret Service",7.7,"Action, Adventure, Comedy",2014
"Captain America: The Winter Soldier",7.7,"Action, Adventure, Sci-Fi",2014
"Nebraska",7.7,"Adventure, Comedy, Drama",2013
"Wreck-It Ralph",7.7,"Animation, Adventure, Comedy",2012
"Le Petit Prince",7.7,"Animation, Adventure, Drama",2015
"The Lego Movie",7.7,"Animation, Action, Adventure",2014
"Star Trek Into Darkness",7.7,"Action, Adventure, Sci-Fi",2013
"X: First Class",7.7,"Action, Adventure, Sci-Fi",2011
"Skyfall",7.7,"Action, Adventure, Thriller",2012
"Harry Potter and the Deathly Hallows: Part 1",7.7,"Adventure, Family, Fantasy",2010
"Gake no ue no Ponyo",7.7,"Animation, Adventure, Comedy",2008
"Tangled",7.7,"Animation, Adventure, Comedy",2010
"3:10 to Yuma",7.7,"Action, Adventure, Crime",2007
"Harry Potter and the Goblet of Fire",7.7,"Adventure, Family, Fantasy",2005
"O Brother, Where Art Thou?",7.7,"Adventure, Comedy, Crime",2000
"Interstate 60: Episodes of the Road",7.7,"Adventure, Comedy, Drama",2002
"The Fifth Element",7.7,"Action, Adventure, Sci-Fi",1997
"The Last of the Mohicans",7.7,"Action, Adventure, Drama",1992
"Kurenai no buta",7.7,"Animation, Adventure, Comedy",1992
"Who Framed Roger Rabbit",7.7,"Animation, Adventure, Comedy",1988
"Star Trek II: The Wrath of Khan",7.7,"Action, Adventure, Sci-Fi",1982
"First Blood",7.7,"Action, Adventure",1982
"Rupan sansei: Kariosutoro no shiro",7.7,"Animation, Adventure, Family",1979
"Deliverance",7.7,"Adventure, Drama, Thriller",1972
"Where Eagles Dare",7.7,"Action, Adventure, War",1968
"The Dirty Dozen",7.7,"Action, Adventure, War",1967
"Goldfinger",7.7,"Action, Adventure, Thriller",1964
"The Magnificent Seven",7.7,"Action, Adventure, Western",1960
"The African Queen",7.7,"Adventure, Drama, Romance",1951
"Guardians of the Galaxy Vol. 2",7.6,"Action, Adventure, Comedy",2017
"Incredibles 2",7.6,"Animation, Action, Adventure",2018
"Dawn of the Planet of the Apes",7.6,"Action, Adventure, Drama",2014
"Kari-gurashi no Arietti",7.6,"Animation, Adventure, Family",2010
"Jûsan-nin no shikaku",7.6,"Action, Adventure, Drama",2010
"Celda 211",7.6,"Action, Adventure, Crime",2009
"Zombieland",7.6,"Adventure, Comedy, Fantasy",2009
"Sin nombre",7.6,"Adventure, Crime, Drama",2009
"Sherlock Holmes",7.6,"Action, Adventure, Mystery",2009
"Stardust",7.6,"Adventure, Family, Fantasy",2007
"The Secret of Kells",7.6,"Animation, Adventure, Family",2009
"Harry Potter and the Half-Blood Prince",7.6,"Action, Adventure, Family",2009
"Batoru rowaiaru",7.6,"Adventure, Drama, Sci-Fi",2000
"Harry Potter and the Sorcerer's Stone",7.6,"Adventure, Family, Fantasy",2001
"Mulan",7.6,"Animation, Adventure, Family",1998
"Fear and Loathing in Las Vegas",7.6,"Adventure, Comedy, Drama",1998
"Star Trek: First Contact",7.6,"Action, Adventure, Drama",1996
"Die Hard: With a Vengeance",7.6,"Action, Adventure, Thriller",1995
"Dead Man",7.6,"Adventure, Drama, Fantasy",1995
"The Hunt for Red October",7.6,"Action, Adventure, Thriller",1990
"The Abyss",7.6,"Adventure, Drama, Mystery",1989
"Le grand bleu",7.6,"Adventure, Drama, Sport",1988
"Indiana Jones and the Temple of Doom",7.6,"Action, Adventure",1984
"The Secret of NIMH",7.6,"Animation, Adventure, Drama",1982
"Mad Max 2",7.6,"Action, Adventure, Sci-Fi",1981
"The Muppet Movie",7.6,"Adventure, Comedy, Family",1979
"Watership Down",7.6,"Animation, Adventure, Drama",1978
"The Many Adventures of Winnie the Pooh",7.6,"Animation, Adventure, Comedy",1977
"Robin Hood",7.6,"Animation, Adventure, Comedy",1973
"Jeremiah Johnson",7.6,"Adventure, Drama, Western",1972
"Little Big Man",7.6,"Adventure, Comedy, Drama",1970
"Kelly's Heroes",7.6,"Adventure, Comedy, War",1970
"The Jungle Book",7.6,"Animation, Adventure, Family",1967
"The Time Machine",7.6,"Adventure, Romance, Sci-Fi",1960
"Forbidden Planet",7.6,"Action, Adventure, Sci-Fi",1956
"Spider-Man: Far from Home",7.5,"Action, Adventure, Sci-Fi",2019
"A Monster Calls",7.5,"Adventure, Drama, Family",2016
"How to Train Your Dragon: The Hidden World",7.5,"Animation, Action, Adventure",2019
"The Hunger Games: Catching Fire",7.5,"Action, Adventure, Mystery",2013
"Ready Player One",7.5,"Action, Adventure, Sci-Fi",2018
"Sherlock Holmes: A Game of Shadows",7.5,"Action, Adventure, Mystery",2011
"Samâ uôzu",7.5,"Animation, Action, Adventure",2009
"Doctor Strange",7.5,"Action, Adventure, Fantasy",2016
"Kung Fu Panda",7.5,"Animation, Action, Adventure",2008
"Shi mian mai fu",7.5,"Action, Adventure, Drama",2004
"Harry Potter and the Order of the Phoenix",7.5,"Action, Adventure, Family",2007
"Ice Age",7.5,"Animation, Adventure, Comedy",2002
"Star Wars: Episode III - Revenge of the Sith",7.5,"Action, Adventure, Fantasy",2005
"Thelma & Louise",7.5,"Adventure, Crime, Drama",1991
"Batman",7.5,"Action, Adventure",1989
"It's a Mad Mad Mad Mad World",7.5,"Action, Adventure, Comedy",1963
"The Guns of Navarone",7.5,"Action, Adventure, Drama",1961
"War for the Planet of the Apes",7.4,"Action, Adventure, Drama",2017
"Mission: Impossible - Rogue Nation",7.4,"Action, Adventure, Thriller",2015
"The Hobbit: The Battle of the Five Armies",7.4,"Adventure, Fantasy",2014
"Spider-Man: Homecoming",7.4,"Action, Adventure, Sci-Fi",2017
"Looper",7.4,"Action, Adventure, Crime",2012
"Mission: Impossible - Ghost Protocol",7.4,"Action, Adventure, Thriller",2011
"[Rec]",7.4,"Action, Adventure, Horror",2007
"Wonder Woman",7.4,"Action, Adventure, Fantasy",2017
"Chi bi",7.4,"Action, Adventure, Drama",2008
"The Three Burials of Melquiades Estrada",7.4,"Adventure, Crime, Drama",2005
"Transamerica",7.4,"Adventure, Comedy, Drama",2005
"The Curse of the Were-Rabbit",7.4,"Animation, Adventure, Comedy",2005
"Master and Commander: The Far Side of the World",7.4,"Action, Adventure, Drama",2003
"Harry Potter and the Chamber of Secrets",7.4,"Adventure, Family, Fantasy",2002
"Rabbit-Proof Fence",7.4,"Adventure, Biography, Drama",2002
"X-Men",7.4,"Action, Adventure, Sci-Fi",2000
"The Rock",7.4,"Action, Adventure, Thriller",1996
"Back to the Future Part III",7.4,"Adventure, Comedy, Sci-Fi",1990
"The Land Before Time",7.4,"Animation, Adventure, Drama",1988
"The Mission",7.4,"Adventure, Drama, History",1986
"Labyrinth",7.4,"Adventure, Family, Fantasy",1986
"The NeverEnding Story",7.4,"Adventure, Drama, Family",1984
"National Lampoon's Vacation",7.4,"Adventure, Comedy",1983
"Gallipoli",7.4,"Adventure, Drama, History",1981
"Excalibur",7.4,"Adventure, Drama, Fantasy",1981
"True Grit",7.4,"Adventure, Drama, Western",1969
"From Russia with Love",7.4,"Action, Adventure, Thriller",1963
"Alice in Wonderland",7.4,"Animation, Adventure, Family",1951
"The Shape of Water",7.3,"Adventure, Drama, Fantasy",2017
"Okja",7.3,"Action, Adventure, Drama",2017
"La isla mínima",7.3,"Adventure, Crime, Horror",2014
"Fantastic Beasts and Where to Find Them",7.3,"Adventure, Family, Fantasy",2016
"Chef",7.3,"Adventure, Comedy, Drama",2014
"Shaun the Sheep Movie",7.3,"Animation, Adventure, Comedy",2015
"Avengers: Age of Ultron",7.3,"Action, Adventure, Sci-Fi",2015
"Finding Dory",7.3,"Animation, Adventure, Comedy",2016
"The Book of Life",7.3,"Animation, Adventure, Comedy",2014
"Beasts of the Southern Wild",7.3,"Adventure, Drama, Fantasy",2012
"Black Panther",7.3,"Action, Adventure, Sci-Fi",2018
"Despicable Me 2",7.3,"Animation, Adventure, Comedy",2013
"The Man from U.N.C.L.E.",7.3,"Action, Adventure, Comedy",2015
"Fast Five",7.3,"Action, Adventure, Crime",2011
"Monsters University",7.3,"Animation, Adventure, Comedy",2013
"Rise of the Guardians",7.3,"Animation, Action, Adventure",2012
"The Adventures of Tintin",7.3,"Animation, Action, Adventure",2011
"Joheunnom nabbeunnom isanghannom",7.3,"Action, Adventure, Comedy",2008
"Ant-Man",7.3,"Action, Adventure, Comedy",2015
"The Simpsons Movie",7.3,"Animation, Adventure, Comedy",2007
"Alita: Battle Angel",7.3,"Action, Adventure, Sci-Fi",2019
"Eight Below",7.3,"Adventure, Drama, Family",2006
"Pirates of the Caribbean: Dead Man's Chest",7.3,"Action, Adventure, Fantasy",2006
"The Life Aquatic with Steve Zissou",7.3,"Action, Adventure, Comedy",2004
"Spider-Man 2",7.3,"Action, Adventure, Sci-Fi",2004
"Galaxy Quest",7.3,"Adventure, Comedy, Sci-Fi",1999
"Spider-Man",7.3,"Action, Adventure, Sci-Fi",2002
"The Emperor's New Groove",7.3,"Animation, Adventure, Comedy",2000
"Tarzan",7.3,"Animation, Adventure, Family",1999
"Dogma",7.3,"Adventure, Comedy, Drama",1999
"Men in Black",7.3,"Action, Adventure, Comedy",1997
"Hercules",7.3,"Animation, Adventure, Comedy",1997
"Willow",7.3,"Action, Adventure, Drama",1988
"The Transformers: The Movie",7.3,"Animation, Action, Adventure",1986
"Star Trek IV: The Voyage Home",7.3,"Adventure, Comedy, Sci-Fi",1986
"Big Trouble in Little China",7.3,"Action, Adventure, Comedy",1986
"The Fox and the Hound",7.3,"Animation, Adventure, Drama",1981
"The Gods Must Be Crazy",7.3,"Adventure, Comedy",1980
"Superman",7.3,"Action, Adventure, Drama",1978
"Meng long guo jiang",7.3,"Action, Adventure, Crime",1972
"Easy Rider",7.3,"Adventure, Drama",1969
"Lady and the Tramp",7.3,"Animation, Adventure, Comedy",1955
"Peter Pan",7.3,"Animation, Adventure, Family",1953
"Dragon Ball Z: Doragon bôru Z - Kami to Kami",7.2,"Animation, Action, Adventure",2013
"The Physician",7.2,"Adventure, Drama, History",2013
"A Dog's Purpose",7.2,"Adventure, Comedy, Drama",2017
"Kon-Tiki",7.2,"Adventure, Biography, Drama",2012
"War Horse",7.2,"Action, Adventure, Drama",2011
"The Hunger Games",7.2,"Action, Adventure, Sci-Fi",2012
"Kung Fu Panda 2",7.2,"Animation, Action, Adventure",2011
"Iron Man Three",7.2,"Action, Adventure, Sci-Fi",2013
"Rango",7.2,"Animation, Adventure, Comedy",2011
"Agora",7.2,"Adventure, Biography, Drama",2009
"Paddington",7.2,"Adventure, Comedy, Family",2014
"The Darjeeling Limited",7.2,"Adventure, Comedy, Drama",2007
"The Croods",7.2,"Animation, Action, Adventure",2013
"I Am Legend",7.2,"Action, Adventure, Drama",2007
"The Descent",7.2,"Adventure, Horror, Thriller",2005
"Fainaru fantajî sebun adobento chirudoren",7.2,"Animation, Action, Adventure",2005
"King Kong",7.2,"Action, Adventure, Drama",2005
"Neko no ongaeshi",7.2,"Animation, Adventure, Comedy",2002
"Kingdom of Heaven",7.2,"Action, Adventure, Drama",2005
"Shrek 2",7.2,"Animation, Adventure, Comedy",2004
"Lilo & Stitch",7.2,"Animation, Adventure, Comedy",2002
"Cold Mountain",7.2,"Adventure, Drama, History",2003
"Treasure Planet",7.2,"Animation, Adventure, Family",2002
"A Bug's Life",7.2,"Animation, Adventure, Comedy",1998
"Starship Troopers",7.2,"Action, Adventure, Sci-Fi",1997
"Anastasia",7.2,"Animation, Adventure, Drama",1997
"GoldenEye",7.2,"Action, Adventure, Thriller",1995
"Speed",7.2,"Action, Adventure, Thriller",1994
"Star Trek VI: The Undiscovered Country",7.2,"Action, Adventure, Sci-Fi",1991
"The Adventures of Baron Munchausen",7.2,"Adventure, Comedy, Fantasy",1988
"The Great Mouse Detective",7.2,"Animation, Adventure, Family",1986
"Runaway Train",7.2,"Action, Adventure, Drama",1985
"The Dark Crystal",7.2,"Adventure, Family, Fantasy",1982
"Escape from New York",7.2,"Action, Adventure, Sci-Fi",1981
"The Sword in the Stone",7.2,"Animation, Adventure, Comedy",1963
"Dr. No",7.2,"Action, Adventure, Thriller",1962
"One Hundred and One Dalmatians",7.2,"Animation, Adventure, Comedy",1961
"20,000 Leagues Under the Sea",7.2,"Adventure, Drama, Family",1954
"Ralph Breaks the Internet",7.1,"Animation, Adventure, Comedy",2018
"Ant-Man and the Wasp",7.1,"Action, Adventure, Comedy",2018
"Sicario: Day of the Soldado",7.1,"Action, Adventure, Crime",2018
"The Christmas Chronicles",7.1,"Adventure, Comedy, Family",2018
"Fast & Furious 7",7.1,"Action, Adventure, Thriller",2015
"Everest",7.1,"Action, Adventure, Biography",2015
"Star Trek Beyond",7.1,"Action, Adventure, Sci-Fi",2016
"Kung Fu Panda 3",7.1,"Animation, Action, Adventure",2016
"The Kings of Summer",7.1,"Adventure, Comedy, Drama",2013
"Hundraåringen som klev ut genom fönstret och försvann",7.1,"Adventure, Comedy",2013
"Furious 6",7.1,"Action, Adventure, Thriller",2013
"Arthur Christmas",7.1,"Animation, Adventure, Comedy",2011
"Brave",7.1,"Animation, Adventure, Comedy",2012
"The Muppets",7.1,"Adventure, Comedy, Family",2011
"Planet Terror",7.1,"Action, Adventure, Comedy",2007
"The Princess and the Frog",7.1,"Animation, Adventure, Comedy",2009
"Pirates of the Caribbean: At World's End",7.1,"Action, Adventure, Fantasy",2007
"Shazam!",7.1,"Action, Adventure, Comedy",2019
"Flags of Our Fathers",7.1,"Action, Adventure, Drama",2006
"Harold & Kumar Go to White Castle",7.1,"Adventure, Comedy",2004
"The SpongeBob SquarePants Movie",7.1,"Animation, Adventure, Comedy",2004
"Spirit: Stallion of the Cimarron",7.1,"Animation, Adventure, Drama",2002
"The Prince of Egypt",7.1,"Animation, Adventure, Drama",1998
"Three Kings",7.1,"Action, Adventure, Comedy",1999
"Seven Years in Tibet",7.1,"Adventure, Biography, Drama",1997
"Mission: Impossible",7.1,"Action, Adventure, Thriller",1996
"Tommy Boy",7.1,"Adventure, Comedy",1995
"Balto",7.1,"Animation, Adventure, Drama",1995
"Stargate",7.1,"Action, Adventure, Sci-Fi",1994
"Alive",7.1,"Adventure, Biography, Drama",1993
"Spaceballs",7.1,"Adventure, Comedy, Sci-Fi",1987
"Highlander",7.1,"Action, Adventure, Fantasy",1986
"WarGames",7.1,"Action, Adventure, Drama",1983
"The Spy Who Loved Me",7.1,"Action, Adventure, Thriller",1977
"The Poseidon Adventure",7.1,"Action, Adventure, Drama",1972
"Bedknobs and Broomsticks",7.1,"Animation, Adventure, Comedy",1971
"The AristoCats",7.1,"Animation, Adventure, Comedy",1970
"Aladdin",7.0,"Adventure, Family, Fantasy",2019
"Star Wars: Episode VIII - The Last Jedi",7.0,"Action, Adventure, Fantasy",2017
"Hector and the Search for Happiness",7.0,"Adventure, Comedy, Drama",2014
"ParaNorman",7.0,"Animation, Adventure, Comedy",2012
"Maleficent",7.0,"Action, Adventure, Family",2014
"Aquaman",7.0,"Action, Adventure, Fantasy",2018
"Iron Man 2",7.0,"Action, Adventure, Sci-Fi",2010
"Paul",7.0,"Adventure, Comedy, Sci-Fi",2011
"Cloverfield",7.0,"Action, Adventure, Horror",2008
"Death Proof",7.0,"Action, Adventure, Thriller",2007
"Tau ming chong",7.0,"Action, Adventure, Drama",2007
"Son of Rambow",7.0,"Action, Adventure, Comedy",2007
"World War Z",7.0,"Action, Adventure, Horror",2013
"Thor",7.0,"Action, Adventure, Fantasy",2011
"Man of Steel",7.0,"Action, Adventure, Sci-Fi",2013
"Man cheng jin dai huang jin jia",7.0,"Action, Adventure, Drama",2006
"Transformers",7.0,"Action, Adventure, Sci-Fi",2007
"Hellboy II: The Golden Army",7.0,"Action, Adventure, Fantasy",2008
"Jurassic World",7.0,"Action, Adventure, Sci-Fi",2015
"Unleashed",7.0,"Action, Adventure, Crime",2005
"Holes",7.0,"Adventure, Comedy, Drama",2003
"Le pacte des loups",7.0,"Action, Adventure, Drama",2001
"Ravenous",7.0,"Adventure, Comedy, Horror",1999
"Chicken Run",7.0,"Animation, Adventure, Comedy",2000
"The Mummy",7.0,"Action, Adventure, Fantasy",1999
"Austin Powers: International Man of Mystery",7.0,"Adventure, Comedy",1997
"Independence Day",7.0,"Action, Adventure, Sci-Fi",1996
"Jumanji",7.0,"Adventure, Comedy, Family",1995
"Maverick",7.0,"Action, Adventure, Comedy",1994
"Cool Runnings",7.0,"Adventure, Comedy, Family",1993
"Pee-wee's Big Adventure",7.0,"Adventure, Comedy, Family",1985
"Ladyhawke",7.0,"Adventure, Comedy, Drama",1985
"Time Bandits",7.0,"Adventure, Comedy, Fantasy",1981
"Thunderball",7.0,"Action, Adventure, Thriller",1965
"The Lion King",6.9,"Animation, Adventure, Drama",2019
"Frozen II",6.9,"Animation, Adventure, Comedy",2019
"Captain Marvel",6.9,"Action, Adventure, Sci-Fi",2019
"Solo: A Star Wars Story",6.9,"Action, Adventure, Sci-Fi",2018
"X-Men: Apocalypse",6.9,"Action, Adventure, Sci-Fi",2016
"Slow West",6.9,"Action, Adventure, Drama",2015
"Annihilation",6.9,"Adventure, Drama, Horror",2018
"The Magnificent Seven",6.9,"Action, Adventure, Western",2016
"Jumanji: Welcome to the Jungle",6.9,"Action, Adventure, Comedy",2017
"All Is Lost",6.9,"Action, Adventure, Drama",2013
"Thor: The Dark World",6.9,"Action, Adventure, Fantasy",2013
"Pacific Rim",6.9,"Action, Adventure, Sci-Fi",2013
"What Happened to Monday",6.9,"Action, Adventure, Crime",2017
"Rio",6.9,"Animation, Adventure, Comedy",2011
"In the Heart of the Sea",6.9,"Action, Adventure, Biography",2015
"Legend of the Guardians: The Owls of Ga'Hoole",6.9,"Animation, Action, Adventure",2010
"Ice Age: Dawn of the Dinosaurs",6.9,"Animation, Adventure, Comedy",2009
"The Book of Eli",6.9,"Action, Adventure, Drama",2010
"The Amazing Spider-Man",6.9,"Action, Adventure, Sci-Fi",2012
"Cloudy with a Chance of Meatballs",6.9,"Animation, Adventure, Comedy",2009
"Extremely Loud & Incredibly Close",6.9,"Adventure, Drama, Mystery",2011
"Captain America: The First Avenger",6.9,"Action, Adventure, Sci-Fi",2011
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,"Adventure, Family, Fantasy",2005
"Madagascar",6.9,"Animation, Adventure, Comedy",2005
"Mission: Impossible III",6.9,"Action, Adventure, Thriller",2006
"Atlantis: The Lost Empire",6.9,"Animation, Action, Adventure",2001
"A Knight's Tale",6.9,"Action, Adventure, Romance",2001
"The Road to El Dorado",6.9,"Animation, Adventure, Comedy",2000
"The Edge",6.9,"Action, Adventure, Drama",1997
"Rob Roy",6.9,"Adventure, Biography, Drama",1995
"Homeward Bound: The Incredible Journey",6.9,"Adventure, Comedy, Drama",1993
"Robin Hood: Prince of Thieves",6.9,"Action, Adventure, Drama",1991
"The Rescuers Down Under",6.9,"Animation, Adventure, Crime",1990
